Row,fix_number,mean_distance_um,median_distance_um,STD_distance,SE_distance
FR_search__GR_fix,871,0.0833731444950477,0.0861688932286993,0.0238174780056582,0.000807024455239605
GR_search__FR_fix,874,0.0835025646625867,0.0862680641035982,0.0238712896751978,0.000807458418109694
