Row,fix_number,mean_distance_nm,median_distance_nm,STD_distance,SE_distance
FR_search__GR_fix,143798,65.2487195246399,65.1152818041429,28.1752137007923,0.0743003391014121
GR_search__FR_fix,143798,65.2487195246399,65.1152818041429,28.1752137007923,0.0743003391014121
