Row,fix_number,mean_distance_um,median_distance_um,STD_distance,SE_distance
FR_search__GR_fix,151956,0.068617050674227,0.0675425771882286,0.0308705618521829,7.91927833856134e-05
GR_search__FR_fix,151956,0.068617050674227,0.0675425771882286,0.0308705618521829,7.91927833856134e-05
